model,fpr,tpr,threshold,roc_auc
logistic_regression,0.006864481842338352,0.19283887468030692,0.9315616606741499,0.8258292765251825
logistic_regression,0.0070859167404783,0.19283887468030692,0.9313973990572365,0.8258292765251825
logistic_regression,0.0070859167404783,0.1938618925831202,0.9311990313631259,0.8258292765251825
logistic_regression,0.007307351638618246,0.1938618925831202,0.9311835998585596,0.8258292765251825
logistic_regression,0.007307351638618246,0.20255754475703325,0.9295805892155482,0.8258292765251825
logistic_regression,0.007528786536758193,0.20255754475703325,0.9295792580443732,0.8258292765251825
logistic_regression,0.007528786536758193,0.20460358056265984,0.9288323090394921,0.8258292765251825
logistic_regression,0.00775022143489814,0.20460358056265984,0.9287635161605313,0.8258292765251825
logistic_regression,0.00775022143489814,0.2061381074168798,0.9283562493384546,0.8258292765251825
logistic_regression,0.008193091231178033,0.2061381074168798,0.92809955586205,0.8258292765251825
logistic_regression,0.008193091231178033,0.2081841432225064,0.9277644094788785,0.8258292765251825
logistic_regression,0.00841452612931798,0.2081841432225064,0.9276969294206626,0.8258292765251825
logistic_regression,0.00841452612931798,0.21023017902813299,0.92742307879053,0.8258292765251825
logistic_regression,0.008635961027457928,0.21023017902813299,0.9272705156293107,0.8258292765251825
logistic_regression,0.008635961027457928,0.21074168797953965,0.9270810005249177,0.8258292765251825
logistic_regression,0.00907883082373782,0.21074168797953965,0.927000503862723,0.8258292765251825
logistic_regression,0.00907883082373782,0.21227621483375958,0.9268189624189053,0.8258292765251825
logistic_regression,0.009300265721877768,0.21227621483375958,0.9268164981338914,0.8258292765251825
logistic_regression,0.009300265721877768,0.2132992327365729,0.9267469840972123,0.8258292765251825
logistic_regression,0.009521700620017715,0.2132992327365729,0.9267406512902912,0.8258292765251825
logistic_regression,0.009521700620017715,0.21585677749360613,0.9264012027954077,0.8258292765251825
logistic_regression,0.00974313551815766,0.21585677749360613,0.9263971314599727,0.8258292765251825
logistic_regression,0.00974313551815766,0.22455242966751918,0.924621072305017,0.8258292765251825
logistic_regression,0.009964570416297608,0.22455242966751918,0.9246129588601291,0.8258292765251825
logistic_regression,0.009964570416297608,0.23375959079283887,0.9221932336667892,0.8258292765251825
logistic_regression,0.010186005314437556,0.23375959079283887,0.9221463054629594,0.8258292765251825
logistic_regression,0.010186005314437556,0.23682864450127877,0.9216031761206782,0.8258292765251825
logistic_regression,0.010407440212577503,0.23682864450127877,0.9215637048915442,0.8258292765251825
logistic_regression,0.010407440212577503,0.23785166240409208,0.9212631545549875,0.8258292765251825
logistic_regression,0.010628875110717449,0.23785166240409208,0.9204375337342069,0.8258292765251825
logistic_regression,0.010628875110717449,0.239386189258312,0.9202359269890622,0.8258292765251825
logistic_regression,0.010850310008857396,0.239386189258312,0.9199831204297549,0.8258292765251825
logistic_regression,0.010850310008857396,0.24194373401534527,0.9192870685260432,0.8258292765251825
logistic_regression,0.011071744906997343,0.24194373401534527,0.9191801273851107,0.8258292765251825
logistic_regression,0.011071744906997343,0.24705882352941178,0.9180361839648951,0.8258292765251825
logistic_regression,0.011293179805137289,0.24705882352941178,0.9179957128218991,0.8258292765251825
logistic_regression,0.011293179805137289,0.24757033248081842,0.9179182335114809,0.8258292765251825
logistic_regression,0.011514614703277236,0.24757033248081842,0.9174731654649616,0.8258292765251825
logistic_regression,0.011514614703277236,0.2501278772378517,0.9159988838870867,0.8258292765251825
logistic_regression,0.011736049601417184,0.2501278772378517,0.9159800547245579,0.8258292765251825
logistic_regression,0.011736049601417184,0.2526854219948849,0.9152432047657361,0.8258292765251825
